,,Code,Folder,Theme,Message
3,Ходовая,Скрежет при полной остановки,07.05.2020 18:39,VR75,колодка зад порекомендовать
3,Ходовая,Скрежет при полной остановки,02.09.2020 19:43,Relax365,саншинг пробка свистеть советовать знать
3,Ходовая,Скрежет при полной остановки,03.09.2020 16:39,greh211,😁 😁 😁 😁 посмеяться душа ...
3,Ходовая,Скрежет при полной остановки,04.09.2020 08:30,Relax365,смешной поскрипывать
3,Ходовая,Скрежет при полной остановки,04.09.2020 08:56,greh211,комплект 10 стереть саншинг скрипеть ствлять фрикса тихо танкка .... смешно весь тема весь колодка скрипеть 🤔 🤔 🤔 мочь дело колодки ??? задумываться ???
3,Ходовая,Скрежет при полной остановки,04.09.2020 22:54,Relax365,ездить скорость это мнение данный колодка поскрипывать нагрев тормозной диск особенно пробка
3,Ходовая,Странное поведение тормозов при резком нажатии,27.07.2020 19:06,InvisibleKid,"привет речь киа рио 20 год автомат замечать неприятный особенность резко прямой нормально размах нажимать педаль тормоз первый мгновение очень жесткий прожиматься машина тормозить несколько доля секунда начинать нажиматься педаль стоять амортизатор торможение это ватный какой-то это заметный особенно начинать выезжать перекресток видеть кто-то лететь главный пытаться резко оттормозиться вместо вкапываться машина нехотя останавливаться добиваться нормальный резкий торможение приходиться топать нога пересиливать первоначальный сопротивление педаль тормозить плавно ока педаль нормально погружаться "",  торможение вполне эффективный сравнивать гранта который это скорость большой резкий нажатие тормоз приводить мгновенный остановка машина размеренный замедление грант система помощь экстренный торможение который добавлять тормозной усилие детектировать слишком быстрый нажатие педаль это абс включаться небольшой скорость неужели киа рио подобный система это настройка абс тупой тип резко колесо блокировать маленький скорость кто-нибудь сталкиваться"
3,Ходовая,Странное поведение тормозов при резком нажатии,27.07.2020 22:23,аdmin,"резко выжимать педаль упор упираться "",  вроде нормально касаться скорость остановка резкий торможение субъективно казаться проблема попробовать проверять тормоз стенд"
3,Ходовая,Странное поведение тормозов при резком нажатии,27.07.2020 22:28,simext,нормально тормозить херачить педаль ждать приятный очучение 15т км колодка поменять езда
3,Ходовая,Странное поведение тормозов при резком нажатии,28.07.2020 07:54,Roman1975,сталкиваться грант система помощь экстренный торможение работать иначе описывать кой образ облегчать усилие нажатие педаль тормоз тормоз отпускать некоторый время сильный нажатие ослаблять усилие педаль например перепуг мочь касательно киа рио просто заблуждаться
3,Ходовая,Странное поведение тормозов при резком нажатии,28.07.2020 18:21,InvisibleKid,"доходить упор активно это сопротивляться последовательность ударять педаль тормоз  ->  педаль тормоз жесткий двигаться  ->  где-то треть секунда отпускать начинать утапливаться нормальный замедление начинаться последний фаза ощущение вакуумный усилитель тормоз начинать работать сразу мочь тормозной усилие полностью устраивать машина тормозить нормально нажимать педаль плавно давить умеренно сильный поэтому уверенный стенд проверять непонятка возникать именно резкий экстренный торможение резко ударять педаль тормоз интересно попробовать резко ударять педалька машина стоить ),  мочь эффект грант bas работать описывать это описывать википедия рио эффект наблюдаться скоро обратный провал педаль повышенный сопротивление аббревиатура bas страничка комплектация рио хотя подумать vsm должный заниматься число это предполагать рио bas аналогичный система откуда браться изначальный сопротивление педаль резкий удар равный понятно посмотреть сайт киа комплектация находить самый дорогой рио инф наличие система bas сид сложно это комментировать цензурный честно диллер тормозух переливать предпродажок сомневаться это как-то связанный попробовать лишний убирать"
3,Ходовая,Странное поведение тормозов при резком нажатии,29.07.2020 12:03,greh211,знать киа рио 2011 система помощь экстренный торможение присутствовать весь комплектация
3,Ходовая,Странное поведение тормозов при резком нажатии,29.07.2020 20:24,alco-naft,попробовать резко бросать педаль газ быстро нажимать тормоз думать последовательность действие водитель электроника понимать водитель попадать какой-то жопа срочно усиливать тормоз вариант педаль проваливаться значит bas все-таки хотя педаль тормоз неглубоко проваливаться вообще непонятный причем это происходить движение небольшой скорость думать грыжа шланг надуваться проверять грыжа нету провал особо мешать поэтому жаловаться
3,Ходовая,Странное поведение тормозов при резком нажатии,07.08.2020 22:11,mishanya_79,"ошибаться сударь предупреждение экстренный торможение мигание стоп-сигнал ),  bas точно"
3,Ходовая,Странное поведение тормозов при резком нажатии,08.08.2020 01:29,master76,подобный очень очень неприятно авто довольно долгий время минута 10 15 ехать круиз первый аж похолодеть внутри скорость 120 передо тело начинать перестраиваться левый ряд нажимать второй тормоз появляться первый нажатие педаль каменный тормозить причем становиться замечать длительность движение круиз зависеть твердость педаль ... p s педаль резко нажимать город ситуация жестко педаль ...
3,Ходовая,Кидает машину на трассе,14.06.2018 09:46,Олег Борисоv,ребята подсказывать кидать машина трасса сильный ветер дак встречок улетать киа рио 18 год ручка
3,Ходовая,Кидает машину на трассе,15.06.2018 22:46,Щегол,помогать подвеска сельский вариант
3,Ходовая,Кидает машину на трассе,17.06.2018 21:02,владимир 320,сделать сход развал становиться нормально
3,Ходовая,Кидает машину на трассе,18.06.2018 14:58,Олег Борисоv,сход развал 4 делать непомогать
3,Ходовая,Кидает машину на трассе,18.06.2018 14:59,ссе,попробовать пригрузить авто пассажир задний сидение груз 30 50 кг багажник заодно проверять давление шина отписываться помогать рс вообще киа рио гонка
3,Ходовая,Кидает машину на трассе,18.06.2018 15:16,антип,пс вообще рио 4 солярис2 дорога держать предыдущий поколение чо твориться топикстартер машина совершенно непонятно скорость держать
3,Ходовая,Кидает машину на трассе,18.06.2018 15:19,Artirm,написать угол установка колесо иметься данный момент вообще новый машина обращаться диллер писать претензия мочь устранять веруть машина забирать деньги
3,Ходовая,Кидает машину на трассе,18.06.2018 15:56,Kia-man,"писать ждать продолжение  ))) 
"
3,Ходовая,Кидает машину на трассе,18.06.2018 16:27,DIM163,хрио валкий седан собранный ксати колесо подкачивать жестко становиться управление четко урод ходовка проверять давление проверять ощущение причем 2 3 рекомендация отлично
3,Ходовая,Кидает машину на трассе,20.06.2018 23:27,Олег Борисоv,"безразница скорость ... город сильный ветер скорость 60 уносить дорога полный салон пассажир оч худенький также беда !! незнать делать день должный официал отзвониться сказать решать ждать (( 
"
3,Ходовая,Кидает машину на трассе,21.06.2018 06:47,антип,знать олег борисов смахивать глупый тролинг сделать 60 ветер сносить представлять мочь мочь ветер очень сильный конец май дунуть весь район электричество оставаться
3,Ходовая,Кидает машину на трассе,21.06.2018 09:22,Олег Борисоv,просто ехать ничто ощущение подворачивать !!! автомобиль гамный миллион !!
3,Ходовая,Кидает машину на трассе,21.06.2018 09:33,Мав,"купить деньги пять аудюха 80 1990 год пара бэхо год сдача ласточка ... дорога стоять )) 
"
3,Ходовая,Кидает машину на трассе,21.06.2018 09:49,антип,"автомобиль технически исправный прикручивать полагать отстраивать ),  это просто мочь мочь лыжа ехать рано машина ездить мочь ради интерес находить попросить владелец аналогичный машина прокатить пускать руль сравнивать очучуние свой авто"
3,Ходовая,Кидает машину на трассе,21.06.2018 12:00,xax_nv,стесняться спрашивать давление скат проверять
3,Ходовая,Кидает машину на трассе,21.06.2018 13:11,антип,пс сегодня ездить свой машина обед дело город очень сильный ветер машина реально подматывать приходиться подруливать 70 80 км ч делать стихия
3,Ходовая,Кидает машину на трассе,21.06.2018 13:18,yuran,спрашивать авто это многий думать купить легкий седан б класс подъем 160мм носиться бмв 5 пусть старый
3,Ходовая,Кидает машину на трассе,21.06.2018 13:30,Мав,??? нотальгия краз вчера свояк возвращаться саранск чемпионат участок чебоксары йошкар-ола попадать ураган говорить реально ощущение зад машина подымать авто мерседес glc дерево падать грузовик ехать мочь тент сдирать
3,Ходовая,Кидает машину на трассе,25.06.2018 09:26,Олег Борисоv,фокус третий машина небыть поведение тестовый ездить весь норма
3,Ходовая,Кидает машину на трассе,25.06.2018 12:51,антип,оглашать угол схождение развал весь четыре колесо пожалуйста мочь сайлентблок задний балка забывать поставлять
3,Ходовая,Кидает машину на трассе,25.06.2018 13:09,Mercyful,добрый время взять новый x line сразу замечать потаскивать трасса грешить эур прошлый машина фабия гур отлично
3,Ходовая,Кидает машину на трассе,25.06.2018 17:57,Xan,эур влиять прямолинейный движение авто это активный рулевой bmw
3,Ходовая,Кидает машину на трассе,25.06.2018 22:53,Rodion_72,гидро электроусилитель кажется играть сильный роль наш машина
3,Ходовая,Кидает машину на трассе,26.06.2018 08:49,Artirm,эур откалибровать тянуть сторона т нулвой положение руль соответствовать нулевой положение усилитель благо процедура адаптация простой проводить специальный оборудование
3,Ходовая,Кидает машину на трассе,26.06.2018 11:09,DIM163,подробно спасибо
3,Ходовая,Кидает машину на трассе,26.06.2018 11:28,Artirm,"сиида форум писать : "" калиброваться эур руль возвращаться свой установленный ноль т е прямо это подключаться сканер диагностический разъем диагност запускать программа калибровка делаться сей процедура основное сход развал чувствовать руль становиться прямо пытаться постоянно отклоняться лево право загораться соответствующий лампочка панель прибор москва стоять около 300 руб p s мануал написать эур должный калиброваться каждый скидывание клемма акб официал сказать это фигня .... достаточно скидывание клемма просто руль выворачивать весь сторона поставлять прямо натыкалчя где-то информация откалибровать самостоятельно заводить машина повертывать руль упор влево затем обратно ноль затем упор вправо снова ноль вроде машина гур поэтому вопрос эур особо изучать"
3,Ходовая,Кидает машину на трассе,26.06.2018 11:31,антип,намедлять клема акб скидывать приборный панель снимать обратный подключение ничто делать руль сторона сторона мотать вроде оставаться
3,Ходовая,Кидает машину на трассе,26.06.2018 11:34,DIM163,artirm спасибо
3,Ходовая,Кидает машину на трассе,27.06.2018 17:07,Олег Борисоv,фотка кинуть развал
3,Ходовая,Кидает машину на трассе,27.06.2018 19:19,антип,судя цифра ничто криминальный сход передний колесо поправлять
3,Ходовая,Кидает машину на трассе,27.06.2018 19:49,Roman1975,"прекрасно регулировка "" ,  думать поведение машина абсолютно изменяться зря вообще полезть туда деньги время ветер"
3,Ходовая,Кидает машину на трассе,28.06.2018 11:25,Mercyful,правда интересно из-за рыскание намедни смотреть относительно свежий обзор наш ластули мужик сразу замечать машина вести немного нестабильный высокий сторости .. мочь корейский резина ???
3,Ходовая,Кидает машину на трассе,28.06.2018 12:12,Gelen80,поделиться свой наблюдение купить авто декабрь салон поставлять nokian nordman 5 движение наблюдаться отклонение траектория выше скорость страшно становиться ехать сторона это плохой нечего зима гонять разочаровываться немного автомобиль сравнивать предыдущий девятый лансер который вести стабильно переобуваться летний стоковый кумхо поведение авто заметно изменяться никакой рыскание ехать рельс причем езда дорога соедний качество особо приходиться подруливать т е точно предыдущий авто уводить траектория порыв боковой ветер
3,Ходовая,Кидает машину на трассе,28.06.2018 18:56,Lexus-22,наоборот купить январь салон поставлять зимний трасса ездить более-менее переодеваться летний кумхо страшно становиться ездить 120км ч машина уводить сторона фура встречный пронестись ... поэтому стараться снижать скорость
3,Ходовая,Кидает машину на трассе,28.06.2018 20:13,дмитрио,кидать 1500 км трасса туда столько обратно никуда кинуть зима
3,Ходовая,Кидает машину на трассе,29.06.2018 08:34,xoz686,опель астра h чувствовать ущемлять новый киа рио дорога стоять поворот ввинчиваться отлично скорость высокий 100 км ч также держаться правда ветер ветер тяжелый длиннобазный опель чувствоваться вообщий вести кидать машина штиль искать неисправность
3,Ходовая,Кидает машину на трассе,29.06.2018 09:53,Lexus-22,новый киа рио говорить свой 2014 год который профиль указывать
3,Ходовая,Кидает машину на трассе,30.06.2018 02:14,Roman1975,купить киа рио ныть ехать фокус мож фокус дорогой 1 3 рио кстати машина который ехать фокус иже проблема купить радоваться управляемость ток деньги немного добавлять
3,Ходовая,Кидает машину на трассе,30.06.2018 23:15,AoyaMa,например сарказм ... ждать киа рио малость постареть обязательно купить
3,Ходовая,Кидает машину на трассе,30.06.2018 23:33,Антиквар,трасса разогнаться 170 думать страшно становиться ан ехать прямо подруливание мож машина везти
3,Ходовая,Кидает машину на трассе,01.07.2018 00:44,Roman1975,сарказм более-менее приземленный это bmw фишка школа конструктор помешанный управляемость машина это нервный система повезти разгоняться 170 ехать прямо ездить хотеться 130 реальный предел окончание комфортный скорость рио далеко любитель
3,Ходовая,Кидает машину на трассе,01.07.2018 00:47,AoyaMa,окей
3,Ходовая,Кидает машину на трассе,01.07.2018 00:55,Roman1975,из-за свой помешанность управляемость задний привод хотеть запросто отказываться движок поперек ставить хотя технически передний привод гораздо шестеренка просто деньги дешевый вроде рациональный выглядеть
3,Ходовая,Кидает машину на трассе,06.07.2018 16:42,Олег Борисоv,фокус цена разница 100 тысяча рио брать лям никто ныть !! спрашивать совет !!!
3,Ходовая,Кидает машину на трассе,06.07.2018 16:44,Олег Борисоv,это платить весь последующий обращение
3,Ходовая,Кидает машину на трассе,07.07.2018 16:21,Xan,машина эталонный управляемость куча это авто большой тройка vag mb bmw киа свой деньги ехать очень мочь это сказать контраст второй машина bmw 3 e90 3.0 бензин разный класс машина город ездить работа удобно киа провоцировать пинаться расход адекватный bmw это машина трасса крейсерский скорость 140 спать руль
3,Ходовая,Кидает машину на трассе,10.07.2018 11:43,Олег Борисоv,непомогать
3,Ходовая,Кидает машину на трассе,10.07.2018 12:02,greh211,... это водитель
3,Ходовая,Кидает машину на трассе,11.07.2018 10:11,AleksVL,"пересаживаться рио сида рио самый первый январь 2012 ),  судя отзыв пора мало изменяться город городской скорость замечательно трасса скорость 100 колея ветер реально страшный новый владелец бывший рио позвонить трасса спрашивать весь нормально подвеска подвеска отлично угол проверять диагностика буквально продажа полный порядок ... менее объездить весь крым кавказ нужно привыкать поведение счастие сида ничто подобный сей пора видеть колея инстинктивно вжиматься кресло сид ехать ехать никакой колея ветер бывать слегка сдувать весь таки парус универсал рио бултыхать заметно сильно говорить балка африка балка ... зато стоить съезжать асфальт ностальгия вспоминать рио сида ехать мягко комфортный это первый серьезный ямка бугорок ... рио грузия перевал проезжать местный верить принцип проехать пузотерка "",  сида подобно мечтать приходиться ... свой плюс минус рио трасса очень вести смотреть сравнивать зато город машина отличный город смело выезжать"
3,Ходовая,Кидает машину на трассе,11.07.2018 10:32,greh211,"причем балка ??? пружина аммо первый ревизия мягкий ), плюс золотник карданчик который плохой управляемость менять гарантия .... резко неуправляемость киа рио говорить ... высокий скорость колейность ветер киа рио бояться .. рулиться палец ... четверь лям колесо рио .. рулежка проблема !! катиться тащиться ...."
3,Ходовая,Кидает машину на трассе,11.07.2018 11:28,AleksVL,ездить 5 год ничто менять продажа сказать идеал ... смотря понимать управляемость город нормальный скорость никакой проблема проблема трасса скорость большой 100 самый описывать тема это называть это прямой большой проблема просто свой особенность который принцип привыкать ... балка например сида сзади многорычажок соответственно поведение трасса киа рио новый предыдущий сзади стоить балка насколько понимать балка новый версия киа рио немного изменяться это равный балка соответственно отсюда весь особенность поведение большой скорость становиться это называть прямой супер серьезный проблема просто свой особенность связывать конструкция подвеска писать выше бмв мерс трасса проблема рио насколько известно весь машина сзади ставить балка слово показывать машина супер управляемость трасса сзади стоять балка
3,Ходовая,Кидает машину на трассе,11.07.2018 11:52,greh211,нормальный скорость киа рио 100 ????... значит ездить точно рио ... рио руль ездить 10к человек ... любить ехать низко 140 .... сказать кидать далее ... закручивать 200 ... устраивать .. заводской .. кроме карданчик резина ... ездить 4 год 250 тыс наслаждаться рулежка .... трасса город разный !! автострада трасса кострома киров нижний новгород киров рязанский липецкий орловский курская московский ронежский липецкий ивановский ростовский краснодар ские сочинский далее дорога .. везде киа рио стоять держать дорога отлично !!!!....
3,Ходовая,Кидает машину на трассе,11.07.2018 11:53,Artirm,фиеста практически эталонный упрвляемость практически весь вага которва балка отлично управляться прблема киа рио балка достаточно точный изготовление балка угол установка колесо сильно разниться это допуск огромный например схождение задний колесо отличаться 8 минута это везти часто бывать плохо машина очень стабильный скорость приводить единый значение поехать нормально преимущество многорычажок угол легко настраиваться машина завод отлично ехать пример акцент 2006 год сей день схождение задний колесо передний 1 минута весь 4 колесо естественно угол машина отлично стоять дорога киа рио приходиться поколдовать балка заставлять ехать
3,Ходовая,Кидает машину на трассе,11.07.2018 12:33,greh211,двадцать пять !!! причем сид бмв мазератти майба ролсройс !!! пример сравнение ставить разный тип конструирование кузов подвеска .. давать сравнивать балка москвичевский мост рессора торсион луаз !!....... это ???.. новый владелец бывший киа рио позвонить трасса спрашивать весь нормально подвеска .... значит это развал схождение который выставлять идеал ??? король голый !!!...
3,Ходовая,Кидает машину на трассе,11.07.2018 12:51,Artirm,это писать почитать внимательно
3,Ходовая,Кидает машину на трассе,11.07.2018 13:04,greh211, )))) оба ....
3,Ходовая,Кидает машину на трассе,11.07.2018 13:59,RIA_74,"везти машинка видимо периодически просить пробздеться трасса это 140 150 крейсерский район 120 магистраль индикатор комфорт жена пищать очень очень "" -  весь таки показатель конструктивный недостаток подвеска общий оценка технический состояние конкретный аппарат"
3,Ходовая,Кидает машину на трассе,11.07.2018 16:14,AleksVL,"автобус сзади писать соблюдать пдд согласный звонить : ***  стараться соблюдать пдд это значить большинство случай это 90 20 км ч ездить м4 ограничение 130 150 хотя лично 120 130 вполне хватать трасса основное круиз ездить выставлять комфортный скорость зависимость погода время сутки превышать никуда спешить поэтому везде успевать ... естественно рио сида пробовать разгонять 160 180 это хороший абсолютно пустой дорога понимать способный машинка  :)  кострома киров ездить знать кострома кировск кольский п ов ездить дорога шикарный хороший который приходиться ездить сравнивать м4 многий дорога ездить число урал хабароский амурский область свой машина бывать очень сильно убитый дорога правило это последний пара десяток год вообще ремонтироваться пострадать всякий наводнение среди менее значимый дорога хороший дорога значительно мало хвалить европа ездить дорога пассажир ),  качество дорога ничуть хороший наш часто плохой ... фиеста вага балка ездить поэтому ничто мочь сказать хотя возможный вага балка ездить знать балка  :)  общий именно это хотеть сказать некоторые писать рио завод т д возможно действительно везти балка доставаться прямой хотя приходиться ездить свой рио солярис весь трасса вести плохо равный это сида очень интересно сделать свой рио обращаться сервис говорить угол задний балка норма очень хороший ничто это сделать смиряться т рио задний подвеска регулировать жестко обманывать возможно это свой плюс рио превышать скорость это ощущать сида постоянно приходиться спидометр смотреть хотя последний время привыкать ограничитель пользоваться первый время становиться приходить смешной штраф превышение 23 25 км хотя стараться 15 ехать ),  просто из-за сида 80 150 разница особый рио 80 120 это говорить одесса большой разница  :)  приходить штраф случай осознанно превышать просто замечать знак ..."
3,Ходовая,Кидает машину на трассе,11.07.2018 16:20,2272,"кривой балка слабый задний пружина причина нестабильный поведение скорость боковой ветер обманывать регулировка задний колесо называться страшный форум словом колхоз "",  бояться исправлять бояться ездить"
3,Ходовая,Кидает машину на трассе,12.07.2018 08:28,Artirm,"помощь регулировочный пластина устанавливать ступица приводить схождение задний колесо единый значение машина переставать рыскать высокий скорость также увеличиваться отрицательный развал задний ось 2 градус каждый колесо поворот киа рио становиться держаться асфальт сервис отказываться делать настройка приходиться производить самостоятельно колхозник "",  результат настройка довольный"
3,Ходовая,Кидает машину на трассе,15.07.2018 21:32,Металъ,самый
3,Ходовая,Кидает машину на трассе,16.07.2018 20:12,алексеичов,вопрос скорость 120 руль дергаться давление норма балансировка сделать мочь
3,Ходовая,Кидает машину на трассе,16.07.2018 20:25,Мав,1 грязный колесо шутка внутренний поверхность мочь налипать грамм 100 легко 2 кривой диск восьмерка овал т д .)  3 неправильно отбалансированный колесо 4 диск неродной ступичный отверстие переходной кольцо неграмотный установка ... это навсидка
3,Ходовая,Кидает машину на трассе,16.07.2018 21:04,дмитрио,извилистый дорога
3,Ходовая,Кидает машину на трассе,17.07.2018 07:43,алексеичов,давление шина дорога трасса весь свой яма колея кочка диск родной болт покупать отдельно диск
3,Ходовая,Кидает машину на трассе,18.07.2018 10:32,AzAzeLL0,скорость около 80 100 постоянно приходиться подруливать прима конкретно подруливать машина зигзаг ехать киа рио ездить астра 17 х колесо рельс
3,Ходовая,Кидает машину на трассе,18.07.2018 11:28,Димася,тема болячка киа рио 11 дотекать киа рио 18 .........  7 год 3я тема ................ интересный киа подвеска фрикция адаптировать россия это 4й ????
3,Ходовая,Кидает машину на трассе,18.07.2018 13:41,cronewer,знать 2012 год никуда кидать все-таки проблема исправность подвеска угол установка амортизатор резина
3,Ходовая,Кидает машину на трассе,18.07.2018 15:20,Димася,весь это перепробовать проблема скоро исправность ранее выдвигать теория проблема купе несколько фактор неисправность стабильность качество комплектующий подвеска
3,Ходовая,Кидает машину на трассе,19.07.2018 11:12,AleksVL,киа рио сталкиваться проблема ездить родственник днр дорога практически оставаться исключение который военный техника возить пара месяц поездка менять резина делать балансировка ехать туда полный порядок никакой вибрация т д пока ездить днр периодически попадать яма принцип невозможный ехать быстро 40 км ч общий ничто серьезный однако обратный путь появляться жуткий биение скорость 100 первый дело вернуться домой поехать сделать балансировка проблема решаться возможно какой-то ямка грузик отваливаться появляться биение вибрация скорость 80 100 сразу ехать балансировка недавно делать делать балансировка всякий вагончик прочий шарашкин контора сделать качественный балансировка балансировочный аппарат должный стоять специальный ровный фундамент очень часто видеть аппарат ставить неровный бетонный пол деревянный случай никакой нормальный балансировка сделать ...
3,Ходовая,Кидает машину на трассе,25.07.2018 23:22,Володя.,кидать сегодня 4 пассажир скорость 100 130 рулешка рука вправо влево рельс
3,Ходовая,Кидает машину на трассе,28.07.2018 14:35,greh211,... особенно пружина !!! ))) путевой 80 100 приходиться зуб руль вгрызаться !!!! )))) ... племяш развлекаться .. висеть хвост х3 ... видеть рулиться рука !!!... всякий напряг .... сток ... 5 человек .. богажник завязать ..
3,Ходовая,Кидает машину на трассе,28.07.2018 15:01,2272,greh211 примеривать свой машина твой рулиться закрывать несколько маленький тема рулиться рука чо
3,Ходовая,Кидает машину на трассе,28.07.2018 15:29,greh211,???... пружина таз ??? поле бррр ... ??? ваш сосед
3,Ходовая,Кидает машину на трассе,28.07.2018 21:05,Kia-man,greh211 вверх нога снимать видео слабо
3,Ходовая,Кидает машину на трассе,28.07.2018 21:44,greh211, ))) просонья !!!!....
3,Ходовая,Кидает машину на трассе,29.07.2018 12:30,2272,который рука рулить рулить твой пост рулиться помогать рулиться давно снимать ничто пиленый гнутый
3,Ходовая,Кидает машину на трассе,30.07.2018 10:33,greh211,сток оставаться ?... чей помогать ??? помощь искать .. кругом полный увереность пружина гавно аммо дерьмо трасса выезжать далее ... свой пост утверждать утверждать киа рио отличный подвеска киа рио отлично рулиться любой скорость всякий напряга .... первый руль ... второй это случайный видео внимательно посмотреть разгон 3 180 правый рука ручка мкпп ... весь придирка ??? видеть стараться видеть парень рука руль держать рассабленно !! весь ....
3,Ходовая,Кидает машину на трассе,30.07.2018 17:34,2272,проставки отрицать первый рио задний слабоватый нужный резь легкий литье снижать неподрессоренный масса вести плохо трасса ноль руль приходиться постоянно подруливать особенно ровный дорога помогать выравнивание схождение задний колесо рельс никак мочь избавляться мысль видеть
